Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
76,cheese,"[(0, 0, 0), (2, 1, 1), (2, 1, 1), (0, 0, 0), (2, 0, 0), (2, 1, 0), (2, 0, 0), (2, 0, 1), (2, 2, 0), (2, 1, 0), (1, 1, 1), (2, 0, 0), (2, 0, 0), (2, 0, 0), (2, 1, 0), (0, 0, 2), (0, 0, 1), (0, 0, 2), (0, 0, 0), (2, 0, 2), (0, 0, 0), (0, 0, 1), (0, 0, 2), (0, 1, 2), (0, 0, 1), (0, 0, 2), (0, 2, 2), (0, 0, 0), (0, 0, 2), (0, 0, 2)]","[64438, 42425, 34872, 48383, 44867, 7926, 48390, 50074, 21276, 23369, 65086, 21257, 24747, 34583, 42420, 41641, 41642, 44455, 48397, 50481, 21256, 24744, 50495, 22985, 50501, 52091, 43418, 43428, 52107, 6827]","[0, 1, 1, 0, 0, 3, 0, 3, 2, 3, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0]","[[3, 0, 0], [0, 2, 1], [0, 2, 1], [3, 0, 0], [2, 0, 1], [1, 1, 1], [2, 0, 1], [1, 1, 1], [1, 0, 2], [1, 1, 1], [0, 3, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1], [1, 1, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1], [3, 0, 0], [1, 0, 2], [3, 0, 0], [2, 1, 0], [2, 0, 1], [1, 1, 1], [2, 1, 0], [2, 0, 1], [1, 0, 2], [3, 0, 0], [2, 0, 1], [2, 0, 1]]"
76,"feedback request, whether you like it, with options yes or feedback and emojis","[(2, 0, 2), (0, 0, 0), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (0, 2, 1), (1, 2, 1), (1, 2, 1), (0, 2, 1), (1, 2, 1), (1, 0, 1), (0, 2, 1), (0, 0, 0), (1, 2, 2), (0, 2, 0), (2, 2, 2), (0, 0, 1), (0, 2, 0), (1, 2, 2), (0, 0, 0), (0, 0, 1), (1, 2, 2), (0, 0, 0), (0, 2, 1), (1, 2, 2), (0, 0, 0), (2, 2, 2), (1, 2, 1)]","[4707, 52143, 36415, 34573, 41681, 59334, 10959, 55267, 18829, 13359, 7076, 44144, 57478, 43597, 17063, 41581, 31800, 56895, 31832, 17556, 37569, 16326, 434, 53376, 63986, 39468, 50202, 3306, 26955, 37485]","[2, 0, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 0, 2, 0, 2, 0, 0, 2, 0, 0, 2, 0, 3, 2, 0, 2, 1]","[[1, 0, 2], [3, 0, 0], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [1, 1, 1], [0, 2, 1], [0, 2, 1], [1, 1, 1], [0, 2, 1], [1, 2, 0], [1, 1, 1], [3, 0, 0], [0, 1, 2], [2, 0, 1], [0, 0, 3], [2, 1, 0], [2, 0, 1], [0, 1, 2], [3, 0, 0], [2, 1, 0], [0, 1, 2], [3, 0, 0], [1, 1, 1], [0, 1, 2], [3, 0, 0], [0, 0, 3], [0, 2, 1]]"
77,bottom menu,"[(2, 1, 0), (2, 1, 2), (0, 1, 0), (2, 1, 0), (2, 1, 2), (2, 1, 0), (2, 1, 0), (2, 1, 2), (2, 1, 0), (2, 1, 0), (2, 1, 2), (2, 1, 0), (2, 1, 0), (2, 1, 0), (2, 1, 0), (2, 2, 2), (2, 2, 2), (2, 2, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 2, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 1, 0), (0, 1, 0), (2, 2, 2)]","[47832, 66396, 71846, 37173, 28942, 71825, 55414, 67723, 71832, 37165, 67724, 71843, 19203, 58009, 71827, 71833, 56955, 71838, 57888, 58520, 42101, 37168, 56969, 71836, 71841, 56957, 5013, 37174, 4745, 58002]","[3, 2, 0, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 2]","[[1, 1, 1], [0, 1, 2], [2, 1, 0], [1, 1, 1], [0, 1, 2], [1, 1, 1], [1, 1, 1], [0, 1, 2], [1, 1, 1], [1, 1, 1], [0, 1, 2], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 0, 3], [0, 0, 3], [1, 0, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [2, 0, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [2, 1, 0], [2, 1, 0], [0, 0, 3]]"
78,create notifications,"[(2, 1, 0), (2, 1, 0), (0, 0, 0), (2, 1, 0), (2, 1, 0), (0, 0, 0), (1, 1, 0), (0, 1, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0), (0, 2, 2), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 0)]","[52979, 61308, 35910, 6881, 13571, 38633, 18967, 11093, 38622, 5979, 51133, 38623, 42436, 61909, 38630, 30880, 46303, 19442, 66562, 42533, 45527, 9903, 9584, 4146, 6859, 54585, 38627, 71206, 61902, 18461]","[3, 3, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[[1, 1, 1], [1, 1, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 0, 2], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 0, 1], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0]]"
80,web advertising for an app with continue and skip button,"[(2, 2, 2), (2, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 1), (1, 1, 1), (0, 0, 0), (1, 0, 0), (2, 0, 2), (0, 0, 0), (1, 0, 0), (2, 0, 1), (0, 0, 0), (0, 0, 1), (2, 0, 2), (0, 0, 0), (1, 0, 0), (1, 0, 0), (0, 0, 1), (0, 0, 0), (1, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 1)]","[1942, 29751, 44916, 53920, 49433, 63601, 16713, 62579, 63599, 64591, 19838, 12865, 46524, 20882, 61236, 5709, 71177, 1187, 2222, 25582, 29177, 46520, 29515, 61167, 14878, 57480, 1198, 14879, 69734, 34244]","[2, 2, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [1, 0, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [0, 3, 0], [3, 0, 0], [2, 1, 0], [1, 0, 2], [3, 0, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [2, 1, 0], [1, 0, 2], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0]]"
81,Model Selection,"[(2, 0, 1), (0, 0, 2), (2, 2, 0), (2, 1, 1), (2, 0, 2), (2, 1, 2), (2, 1, 0), (0, 0, 1), (0, 0, 1), (1, 0, 0), (0, 1, 1), (2, 0, 0), (2, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (2, 2, 2), (1, 1, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (2, 1, 2), (0, 0, 0), (2, 1, 0), (2, 1, 1), (0, 0, 0), (1, 0, 0), (0, 0, 0), (1, 1, 0)]","[4616, 24027, 24037, 24042, 30037, 24048, 45159, 3856, 68730, 24036, 23601, 40998, 24038, 3294, 13200, 45925, 18248, 45730, 69325, 8382, 40250, 69326, 66158, 17225, 34170, 34180, 27091, 9449, 45573, 44732]","[3, 0, 2, 1, 2, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 1]","[[1, 1, 1], [2, 0, 1], [1, 0, 2], [0, 2, 1], [1, 0, 2], [0, 1, 2], [1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1], [3, 0, 0], [3, 0, 0], [0, 0, 3], [1, 2, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [0, 1, 2], [3, 0, 0], [1, 1, 1], [0, 2, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0]]"
81,search location,"[(2, 1, 0), (0, 2, 0), (2, 2, 0), (0, 2, 2), (0, 1, 2), (2, 2, 0), (2, 2, 0), (0, 2, 2), (2, 1, 2), (0, 2, 0), (2, 2, 2), (2, 2, 2), (1, 2, 0), (0, 2, 2), (0, 2, 2), (2, 2, 2), (0, 2, 1), (1, 1, 0), (2, 1, 0), (0, 1, 0), (0, 1, 2), (0, 2, 2), (0, 1, 0), (0, 1, 0), (0, 2, 2), (0, 2, 0), (0, 1, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0)]","[52330, 50622, 28541, 50635, 28268, 12142, 2703, 4176, 9133, 9137, 9136, 55489, 17101, 9139, 28757, 14772, 70510, 43184, 48309, 28543, 11838, 25717, 58770, 47609, 69761, 64021, 52054, 26422, 22148, 51084]","[3, 0, 2, 2, 3, 2, 2, 2, 2, 0, 2, 2, 3, 2, 2, 2, 3, 1, 3, 0, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0]","[[1, 1, 1], [2, 0, 1], [1, 0, 2], [1, 0, 2], [1, 1, 1], [1, 0, 2], [1, 0, 2], [1, 0, 2], [0, 1, 2], [2, 0, 1], [0, 0, 3], [0, 0, 3], [1, 1, 1], [1, 0, 2], [1, 0, 2], [0, 0, 3], [1, 1, 1], [1, 2, 0], [1, 1, 1], [2, 1, 0], [1, 1, 1], [1, 0, 2], [2, 1, 0], [2, 1, 0], [1, 0, 2], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0]]"
82,Text window wth search tool,"[(0, 2, 2), (0, 1, 0), (0, 1, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 2, 0), (0, 1, 0), (0, 2, 0), (0, 1, 0), (0, 0, 0), (0, 2, 0), (0, 2, 0), (0, 2, 0), (0, 1, 0), (0, 2, 2), (0, 2, 1), (2, 2, 2), (0, 2, 2), (0, 2, 2), (0, 0, 0), (0, 2, 1), (2, 1, 2), (0, 0, 2), (0, 2, 0), (0, 1, 1), (0, 0, 1), (0, 1, 0), (0, 1, 1), (0, 0, 2)]","[71819, 23519, 19585, 36058, 27515, 4120, 29111, 23522, 66870, 16190, 27510, 14494, 27517, 27513, 14492, 23514, 23516, 7370, 27508, 23520, 36620, 23517, 70631, 66868, 27511, 56490, 41804, 44779, 23524, 21833]","[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 2, 2, 0, 3, 2, 0, 0, 1, 0, 0, 1, 0]","[[1, 0, 2], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1], [2, 1, 0], [1, 0, 2], [1, 1, 1], [0, 0, 3], [1, 0, 2], [1, 0, 2], [3, 0, 0], [1, 1, 1], [0, 1, 2], [2, 0, 1], [2, 0, 1], [1, 2, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [2, 0, 1]]"
82,sign up with email,"[(2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (1, 1, 2), (1, 2, 2), (2, 2, 2), (1, 2, 2), (2, 0, 2), (2, 2, 2), (2, 2, 2), (1, 2, 2), (2, 2, 2), (2, 2, 1), (2, 2, 2), (2, 0, 2), (2, 0, 2), (2, 2, 2), (2, 2, 2), (2, 0, 2), (2, 1, 2), (2, 2, 1), (2, 2, 2), (2, 2, 2), (2, 0, 1), (2, 2, 2), (2, 2, 2)]","[31541, 23275, 47884, 26268, 28252, 20107, 25306, 18963, 35995, 24155, 65962, 20432, 34571, 36857, 40122, 7361, 3730, 20102, 45552, 54269, 20515, 7648, 34371, 64349, 68853, 10625, 58377, 38923, 4451, 59844]","[2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2]","[[0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 2, 1], [0, 1, 2], [0, 0, 3], [0, 1, 2], [1, 0, 2], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 1, 2], [0, 0, 3], [1, 0, 2], [1, 0, 2], [0, 0, 3], [0, 0, 3], [1, 0, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 0, 3]]"
83,GPS Location finder,"[(1, 2, 2), (2, 2, 2), (0, 2, 0), (2, 2, 0), (0, 2, 0), (0, 0, 0), (2, 0, 2), (2, 2, 2), (0, 0, 1), (1, 0, 2), (0, 0, 2), (2, 0, 2), (0, 0, 2), (2, 2, 1), (0, 0, 0), (2, 1, 0), (2, 1, 0), (0, 1, 2), (2, 1, 1), (0, 2, 0), (0, 0, 0), (2, 1, 1), (1, 0, 0), (2, 0, 0), (2, 0, 0), (1, 1, 0), (0, 2, 0), (0, 2, 0), (1, 0, 0), (0, 2, 0)]","[39575, 45551, 5224, 24979, 22012, 15459, 68856, 20880, 71763, 19772, 5036, 5034, 19777, 20882, 9001, 45408, 35696, 4182, 19771, 20879, 71761, 26, 27683, 29737, 20997, 20966, 42174, 65774, 27688, 58296]","[2, 2, 0, 2, 0, 0, 2, 2, 0, 3, 0, 2, 0, 2, 0, 3, 3, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[[0, 1, 2], [0, 0, 3], [2, 0, 1], [1, 0, 2], [2, 0, 1], [3, 0, 0], [1, 0, 2], [0, 0, 3], [2, 1, 0], [1, 1, 1], [2, 0, 1], [1, 0, 2], [2, 0, 1], [0, 1, 2], [3, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 2, 1], [2, 0, 1], [3, 0, 0], [0, 2, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [1, 2, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1]]"
83,choose a location,"[(0, 2, 2), (0, 1, 2), (2, 0, 0), (0, 1, 2), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 1, 2), (0, 1, 1), (0, 0, 0), (0, 1, 2), (0, 0, 1), (0, 1, 1), (0, 0, 0), (0, 2, 2), (0, 0, 0), (0, 2, 2), (0, 0, 0), (0, 0, 0), (0, 2, 2), (0, 2, 1), (0, 0, 0), (0, 2, 2), (0, 1, 0), (0, 2, 0), (0, 2, 1), (0, 0, 0), (0, 1, 1)]","[40965, 8609, 50835, 11838, 58770, 35887, 57308, 53783, 21302, 2363, 44882, 55896, 38311, 37643, 28757, 20305, 45408, 2665, 34314, 2360, 71375, 12036, 53787, 13255, 47609, 26284, 43184, 58885, 16212, 8655]","[2, 3, 0, 3, 1, 0, 0, 1, 0, 3, 1, 0, 3, 0, 1, 0, 2, 0, 2, 0, 0, 2, 3, 0, 2, 0, 0, 3, 0, 1]","[[1, 0, 2], [1, 1, 1], [2, 0, 1], [1, 1, 1], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [1, 2, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [1, 0, 2], [1, 1, 1], [3, 0, 0], [1, 0, 2], [2, 1, 0], [2, 0, 1], [1, 1, 1], [3, 0, 0], [1, 2, 0]]"
84,RN Mentor Quiz,"[(2, 0, 2), (1, 0, 2), (1, 0, 2), (1, 0, 0), (0, 0, 2), (0, 0, 0), (1, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 0), (2, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (2, 0, 0), (0, 0, 0), (1, 0, 0), (1, 2, 0), (2, 0, 2), (2, 2, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (2, 0, 0), (1, 0, 0), (0, 0, 0), (2, 2, 0), (1, 0, 0), (1, 2, 0)]","[54284, 54288, 54287, 59399, 54290, 53108, 25017, 54283, 27630, 45692, 54282, 27612, 25019, 54289, 60684, 60686, 53106, 5465, 71914, 4502, 60683, 61335, 53102, 5464, 60682, 53103, 41551, 27607, 3205, 27621]","[2, 3, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3]","[[1, 0, 2], [1, 1, 1], [1, 1, 1], [2, 1, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [1, 1, 1], [1, 0, 2], [1, 0, 2], [3, 0, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0], [1, 0, 2], [2, 1, 0], [1, 1, 1]]"
86,blood test with data entry and unit selection,"[(2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 1, 2), (1, 1, 0), (0, 0, 0), (1, 0, 0), (1, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 1), (2, 2, 1), (0, 0, 0), (0, 0, 0), (1, 0, 1), (0, 0, 0), (1, 0, 1), (0, 0, 0), (0, 0, 0), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0)]","[25151, 47501, 25028, 70705, 47503, 36432, 28111, 47499, 36434, 1845, 41104, 19249, 1841, 41116, 45400, 57505, 47504, 15987, 39287, 70706, 28106, 37821, 41107, 26562, 37822, 31788, 53187, 64939, 61736, 45392]","[2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[[0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 1, 2], [1, 2, 0], [3, 0, 0], [2, 1, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0]]"
86,shopping categories,"[(1, 0, 2), (2, 0, 1), (1, 0, 1), (0, 1, 2), (1, 0, 2), (1, 0, 1), (1, 2, 2), (2, 0, 2), (1, 0, 1), (1, 0, 1), (2, 0, 0), (0, 0, 0), (2, 2, 2), (1, 0, 0), (1, 0, 1), (2, 1, 0), (2, 2, 0), (0, 0, 0), (0, 2, 0), (2, 2, 2), (1, 1, 1), (2, 2, 2), (2, 2, 0), (1, 1, 1), (2, 2, 2), (1, 0, 0), (1, 1, 1), (2, 2, 2), (2, 0, 1), (1, 0, 1)]","[37710, 53722, 69527, 64303, 22741, 8170, 8467, 64426, 55532, 4186, 53484, 10423, 42803, 44359, 19345, 16665, 55533, 64305, 44776, 53496, 4188, 50900, 27118, 8052, 50892, 34847, 21282, 66325, 53727, 4183]","[3, 3, 1, 3, 3, 1, 2, 2, 1, 1, 0, 0, 2, 0, 1, 3, 2, 0, 0, 2, 1, 2, 2, 1, 2, 0, 1, 2, 3, 1]","[[1, 1, 1], [1, 1, 1], [1, 2, 0], [1, 1, 1], [1, 1, 1], [1, 2, 0], [0, 1, 2], [1, 0, 2], [1, 2, 0], [1, 2, 0], [2, 0, 1], [3, 0, 0], [0, 0, 3], [2, 1, 0], [1, 2, 0], [1, 1, 1], [1, 0, 2], [3, 0, 0], [2, 0, 1], [0, 0, 3], [0, 3, 0], [0, 0, 3], [1, 0, 2], [0, 3, 0], [0, 0, 3], [2, 1, 0], [0, 3, 0], [0, 0, 3], [1, 1, 1], [1, 2, 0]]"
87,guitar lessons app for left handed people,"[(0, 0, 0), (2, 2, 0), (0, 0, 0), (0, 0, 0), (2, 2, 1), (0, 0, 0), (0, 1, 1), (0, 0, 0), (1, 2, 1), (0, 1, 1), (0, 1, 0), (0, 0, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (1, 0, 1), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (1, 1, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0)]","[38823, 20300, 44677, 35636, 52433, 31171, 5667, 49325, 50051, 46782, 35652, 44676, 50056, 44678, 3750, 6739, 35645, 26771, 35646, 26560, 6596, 35655, 26561, 39189, 30393, 26570, 35796, 35638, 26567, 32978]","[0, 2, 0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[[3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [1, 2, 0], [3, 0, 0], [0, 2, 1], [1, 2, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0]]"
88,Weather Forecast,"[(2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 1), (2, 2, 1), (2, 2, 1), (2, 1, 1), (2, 2, 1), (2, 2, 2), (2, 2, 1), (2, 2, 1), (2, 2, 2), (1, 0, 0), (0, 1, 0), (1, 0, 0), (2, 2, 2), (2, 2, 2), (2, 2, 1), (2, 2, 2), (2, 2, 2), (2, 1, 0), (2, 2, 2), (2, 2, 1), (2, 1, 1), (2, 2, 1), (2, 2, 1), (0, 1, 1), (2, 2, 0), (2, 2, 2), (2, 2, 1)]","[7725, 13975, 64366, 21890, 13964, 64368, 42799, 14854, 48060, 42796, 3313, 48056, 42797, 49057, 52347, 66039, 37109, 58406, 33310, 37010, 68877, 48178, 33705, 53658, 28199, 16738, 58409, 32457, 58873, 51336]","[2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 0, 0, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 1, 2, 2, 2]","[[0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 2, 1], [0, 1, 2], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 0, 3], [2, 1, 0], [2, 1, 0], [2, 1, 0], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 1, 2], [0, 2, 1], [0, 1, 2], [0, 1, 2], [1, 2, 0], [1, 0, 2], [0, 0, 3], [0, 1, 2]]"
89,Card with image and text with link button,"[(0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 2), (0, 0, 1), (0, 0, 2), (0, 0, 2), (0, 0, 1), (0, 0, 0), (0, 0, 2), (2, 2, 0), (2, 1, 2), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 2), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 2), (0, 0, 0), (0, 0, 2)]","[51118, 29187, 28220, 11258, 29194, 2221, 63601, 29189, 2218, 63599, 26169, 2219, 12865, 44128, 65621, 42781, 13556, 61236, 34482, 18768, 28223, 33358, 34444, 28224, 65909, 28005, 29911, 46981, 65671, 29913]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [1, 0, 2], [0, 1, 2], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [3, 0, 0], [2, 0, 1]]"
94,sign up for baby care,"[(2, 2, 2), (2, 1, 1), (2, 0, 2), (2, 1, 2), (2, 1, 1), (2, 1, 2), (2, 1, 1), (2, 1, 2), (2, 1, 2), (2, 0, 1), (0, 0, 1), (2, 1, 2), (2, 1, 2), (0, 1, 1), (2, 1, 2), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 2), (1, 2, 0), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (0, 0, 1), (1, 1, 1), (1, 2, 1), (1, 2, 1), (1, 1, 1)]","[52122, 41640, 37210, 37230, 57489, 37219, 57488, 37815, 5912, 41630, 69353, 27073, 36673, 37819, 27081, 41631, 47691, 27095, 69940, 37817, 27090, 41637, 47706, 69944, 57499, 36680, 41629, 37081, 36348, 69942]","[2, 1, 2, 2, 1, 2, 1, 2, 2, 3, 0, 2, 2, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[[0, 0, 3], [0, 2, 1], [1, 0, 2], [0, 1, 2], [0, 2, 1], [0, 1, 2], [0, 2, 1], [0, 1, 2], [0, 1, 2], [1, 1, 1], [2, 1, 0], [0, 1, 2], [0, 1, 2], [1, 2, 0], [0, 1, 2], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 1, 2], [1, 1, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [2, 1, 0], [0, 3, 0], [0, 2, 1], [0, 2, 1], [0, 3, 0]]"
